Run ID,1625839163
Run Date/Time,2021-07-09 10:15:09
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.5
Protocol Name,210709_Spot_HuDNA_Damage_siRNA_library.epr
User Name,NCI-LRBGE_HCS

[EXCEPTIONS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[3],HT000907,384LDV_Plus_AQ_GP,P4,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P4,0,0,,,150,150,11.46,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P5,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P5,0,0,,,150,150,11.5,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P6,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P6,0,0,,,150,150,11.795,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P7,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P7,0,0,,,150,150,11.808,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P8,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P8,0,0,,,150,150,11.741,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P9,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P9,0,0,,,150,150,11.474,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P10,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P10,0,0,,,150,150,11.708,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P11,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P11,0,0,,,150,150,11.801,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P12,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P12,0,0,,,150,150,11.835,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P13,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P13,0,0,,,150,150,11.761,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P14,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P14,0,0,,,150,150,11.721,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P15,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P15,0,0,,,150,150,11.795,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P16,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P16,0,0,,,150,150,11.801,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P17,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P17,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P18,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P18,0,0,,,150,150,11.661,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P19,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P19,0,0,,,150,150,11.738,0.632,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P20,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P20,0,0,,,150,150,11.647,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P21,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P21,0,0,,,150,150,11.835,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,P22,Destination[3]-01,HTIF00298,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,P22,0,0,,,150,150,11.713,0.521,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A1,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A1,0,0,,,150,150,11.721,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A2,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A2,0,0,,,150,150,11.601,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A3,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A3,0,0,,,150,150,11.599,0.697,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A4,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A4,0,0,,,150,150,11.193,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A5,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A5,0,0,,,150,150,11.714,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A6,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A6,0,0,,,150,150,11.52,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A7,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A7,0,0,,,150,150,11.574,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A8,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A8,0,0,,,150,150,11.654,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A9,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A9,0,0,,,150,150,11.627,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A10,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A10,0,0,,,150,150,11.674,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A11,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A11,0,0,,,150,150,11.601,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A12,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A12,0,0,,,150,150,11.574,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A13,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A13,0,0,,,150,150,11.621,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A14,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A14,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A15,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A15,0,0,,,150,150,11.547,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A16,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A16,0,0,,,150,150,11.5,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A17,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A17,0,0,,,150,150,11.594,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A18,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A18,0,0,,,150,150,11.581,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A19,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A19,0,0,,,150,150,11.494,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A20,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A20,0,0,,,150,150,11.507,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A21,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A21,0,0,,,150,150,11.52,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,A22,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,A22,0,0,,,150,150,11.621,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B1,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B1,0,0,,,150,150,11.681,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B2,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B2,0,0,,,150,150,11.641,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B3,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B3,0,0,,,150,150,11.621,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B4,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B4,0,0,,,150,150,11.641,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B5,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B5,0,0,,,150,150,11.701,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B6,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B6,0,0,,,150,150,11.708,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B7,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B7,0,0,,,150,150,11.647,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B8,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B8,0,0,,,150,150,11.674,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B9,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B9,0,0,,,150,150,11.688,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B10,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B10,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B11,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B11,0,0,,,150,150,11.587,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B12,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B12,0,0,,,150,150,11.594,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B13,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B13,0,0,,,150,150,11.647,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B14,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B14,0,0,,,150,150,11.607,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B15,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B15,0,0,,,150,150,11.601,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B16,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B16,0,0,,,150,150,11.614,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B17,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B17,0,0,,,150,150,11.567,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B18,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B18,0,0,,,150,150,11.233,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B19,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B19,0,0,,,150,150,11.124,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B20,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B20,0,0,,,150,150,11.567,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B21,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B21,0,0,,,150,150,11.639,0.684,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,B22,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,B22,0,0,,,150,150,11.708,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C1,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C1,0,0,,,150,150,11.614,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C2,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C2,0,0,,,150,150,11.567,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C3,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C3,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C4,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C4,0,0,,,150,150,11.701,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C5,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C5,0,0,,,150,150,11.627,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C6,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C6,0,0,,,150,150,11.63,0.79,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C7,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C7,0,0,,,150,150,11.594,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C8,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C8,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C9,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C9,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C10,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C10,0,0,,,150,150,11.587,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C11,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C11,0,0,,,150,150,11.607,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C12,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C12,0,0,,,150,150,11.54,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C13,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C13,0,0,,,150,150,11.534,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C14,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C14,0,0,,,150,150,11.614,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C15,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C15,0,0,,,150,150,11.607,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C16,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C16,0,0,,,150,150,11.621,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C17,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C17,0,0,,,150,150,11.554,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C18,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C18,0,0,,,150,150,10.863,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C19,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C19,0,0,,,150,150,11.239,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C20,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C20,0,0,,,150,150,11.54,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C21,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C21,0,0,,,150,150,11.534,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,C22,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,C22,0,0,,,150,150,11.4,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D1,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D1,0,0,,,150,150,11.701,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D2,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D2,0,0,,,150,150,11.607,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D3,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D3,0,0,,,150,150,11.601,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D4,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D4,0,0,,,150,150,11.614,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D5,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D5,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D6,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D6,0,0,,,150,150,11.681,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D7,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D7,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D8,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D8,0,0,,,150,150,11.714,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D9,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D9,0,0,,,150,150,11.681,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D10,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D10,0,0,,,150,150,11.674,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D11,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D11,0,0,,,150,150,11.661,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D12,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D12,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D13,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D13,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D14,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D14,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D15,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D15,0,0,,,150,150,11.647,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D16,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D16,0,0,,,150,150,11.627,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D17,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D17,0,0,,,150,150,11.554,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D18,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D18,0,0,,,150,150,11.514,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D19,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D19,0,0,,,150,150,11.587,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D20,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D20,0,0,,,150,150,11.547,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D21,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D21,0,0,,,150,150,11.554,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,D22,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,D22,0,0,,,150,150,11.547,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E1,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E1,0,0,,,150,150,11.4,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E2,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E2,0,0,,,150,150,11.587,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E3,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E3,0,0,,,150,150,11.647,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E4,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E4,0,0,,,150,150,11.654,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E5,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E5,0,0,,,150,150,11.674,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E6,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E6,0,0,,,150,150,11.654,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E7,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E7,0,0,,,150,150,11.668,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E8,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E8,0,0,,,150,150,11.634,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E9,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E9,0,0,,,150,150,11.656,0.441,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E10,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E10,0,0,,,150,150,11.614,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E11,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E11,0,0,,,150,150,11.581,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E12,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E12,0,0,,,150,150,11.574,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E13,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E13,0,0,,,150,150,11.607,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E14,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E14,0,0,,,150,150,11.601,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E15,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E15,0,0,,,150,150,11.567,0.408,Percent,Glycerol,
Source[3],HT000907,384LDV_Plus_AQ_GP,E16,Destination[3]-02,HTIF00304,384PP_BARCODE_PerkinElmer_CellCarrier_Ultra_Dest,E16,0,0,,,150,150,11.605,0.842,Percent,Glycerol,
